set,path,class,xmin,ymin,0,1,xmax,ymax,2,3
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000150649.jpg, person,0.632,0.118971061093248,,,0.75,0.411575562700965,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000347370.jpg, person,0,0.165333333333333,,,0.186,0.914666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000153669.jpg, person,0.4375,0.23887587822014,,,0.565625,0.704918032786885,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000454798.jpg, person,0.415625,0.145882352941176,,,0.5234375,0.534117647058824,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000158660.jpg, person,0.772875816993464,0.008169934640523,,,0.998366013071895,0.47875816993464,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000079014.jpg, person,0,0.195604395604396,,,0.996563573883162,0.978021978021978,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000500478.jpg, person,0.884498480243161,0.3,,,0.996960486322188,0.4109375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000006471.jpg, person,0.032,0.423423423423423,,,0.252,0.96996996996997,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000013291.jpg, person,0.318,0.405970149253731,,,0.488,0.794029850746268,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000574823.jpg, person,0.232,0.062,,,0.864,0.984,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000411530.jpg, person,0.7890625,0.614583333333333,,,0.821875,0.78125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000031093.jpg, person,0.7765625,0,,,0.8265625,0.089201877934272,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000216277.jpg, person,0.709375,0.002083333333333,,,0.9984375,0.339583333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000342971.jpg, person,0.094076655052265,0.1921875,,,0.808362369337979,0.9828125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309655.jpg, person,0.103125,0.4625,,,0.146875,0.579166666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000577539.jpg, person,0,0.005988023952096,,,0.34,0.979041916167665,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000387916.jpg, person,0.3171875,0.773049645390071,,,0.3390625,0.84160756501182,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000442836.jpg, person,0.0734375,0.328227571115974,,,0.18125,0.761487964989059,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000085682.jpg, person,0.734375,0.725995316159251,,,0.7578125,0.89695550351288,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000309655.jpg, person,0.0046875,0.44375,,,0.05,0.620833333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000466602.jpg, person,0,0.0796875,,,0.508333333333333,0.9984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000448263.jpg, person,0,0.195833333333333,,,0.0625,0.333333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000304180.jpg, person,0.6546875,0.198564593301435,,,0.7828125,0.444976076555024,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000260106.jpg, person,0.42,0.15,,,0.82,0.491666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000456015.jpg, person,0.6328125,0.131147540983607,,,0.721875,0.405152224824356,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000434204.jpg, person,0.488,0,,,0.642,0.45945945945946,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000546823.jpg, person,0.69375,0.55,,,0.7265625,0.658333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000499031.jpg, person,0.672131147540984,0.228125,,,0.992974238875878,0.896875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000123213.jpg, person,0.1421875,0.214285714285714,,,0.5140625,0.89030612244898,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000500270.jpg, person,0.3875,0.494117647058824,,,0.4,0.536470588235294,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000500270.jpg, person,0.284375,0.512941176470588,,,0.309375,0.557647058823529,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000141671.jpg, person,0.165625,0.614925373134328,,,0.1859375,0.68955223880597,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000031269.jpg, animal,0,0.439583333333333,,,0.1125,0.79375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000320632.jpg, animal,0,0.23125,,,0.1640625,0.45625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000242724.jpg, person,0.515625,0.25,,,0.6296875,0.6625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000242724.jpg, person,0.1640625,0.20625,,,0.34375,0.66875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000341719.jpg, person,0.6265625,0.53125,,,0.64375,0.589583333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000048555.jpg, person,0.371875,0.483870967741936,,,0.4015625,0.548387096774194,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000464089.jpg, person,0.8046875,0.279166666666667,,,0.821875,0.477083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000387916.jpg, person,0.7,0.609929078014184,,,0.746875,0.879432624113475,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000072795.jpg, person,0.6109375,0.397916666666667,,,0.6328125,0.427083333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000500478.jpg, person,0.237082066869301,0.2703125,,,0.33434650455927,0.38125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000500478.jpg, person,0.811550151975684,0.28125,,,0.896656534954407,0.35625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000003255.jpg, person,0.378125,0.867768595041322,,,0.390625,0.980716253443526,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000423104.jpg, person,0.391100702576112,0.36875,,,0.615925058548009,0.6515625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000201676.jpg, animal,0.9359375,0.266666666666667,,,0.96875,0.3875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000330818.jpg, person,0.009389671361502,0.2265625,,,0.434272300469484,0.865625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276055.jpg, person,0.156,0.061333333333333,,,0.85,0.984,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000081738.jpg, person,0.7078125,0.2875,,,0.9984375,0.983333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.4203125,0.622065727699531,,,0.528125,0.901408450704225,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000579635.jpg, person,0.6765625,0.606060606060606,,,0.734375,0.731934731934732,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000190007.jpg, person,0.384375,0.404199475065617,,,0.5015625,0.650918635170604,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000447917.jpg, person,0.5671875,0.298342541436464,,,0.68125,0.803867403314917,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.3859375,0.645539906103286,,,0.440625,0.833333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000515579.jpg, person,0.018,0.072289156626506,,,0.47,0.987951807228916,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000473118.jpg, person,0.242774566473988,0.102,,,0.641618497109827,0.772,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000065350.jpg, person,0.3453125,0.096018735362998,,,0.6390625,0.611241217798595,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000364557.jpg, person,0.3015625,0.346604215456674,,,0.39375,0.667447306791569,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000084674.jpg, person,0.3,0.2671875,,,0.99375,0.9828125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000515579.jpg, person,0.584,0.081325301204819,,,0.654,0.358433734939759,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000558854.jpg, person,0.21,0.002666666666667,,,0.73,0.114666666666667,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000065350.jpg, person,0.721875,0.070257611241218,,,0.9859375,0.620608899297424,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000084674.jpg, person,0,0.246875,,,0.40625,0.9828125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000113235.jpg, person,0,0.760416666666667,,,0.284375,0.9875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000204329.jpg, person,0.404705882352941,0.425,,,0.472941176470588,0.453125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000204329.jpg, person,0.567058823529412,0.38125,,,0.585882352941176,0.4234375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000558213.jpg, person,0.3984375,0.5,,,0.4890625,0.81712962962963,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000558213.jpg, person,0.2078125,0.576388888888889,,,0.2484375,0.747685185185185,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.3328125,0.647887323943662,,,0.3578125,0.678403755868545,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.3109375,0.657276995305164,,,0.328125,0.687793427230047,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.3,0.636150234741784,,,0.3140625,0.664319248826291,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000428111.jpg, person,0.58125,0.641025641025641,,,0.60625,0.673659673659674,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000204329.jpg, person,0.531764705882353,0.4328125,,,0.574117647058823,0.4546875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.315625,0.586854460093897,,,0.3265625,0.610328638497653,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000160728.jpg, person,0.95,0.73943661971831,,,0.9796875,0.795774647887324,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000102820.jpg, person,0.05152224824356,0.01875,,,0.967213114754098,0.8296875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000450559.jpg, person,0.166276346604215,0.053125,,,0.7096018735363,0.5609375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000185950.jpg, person,0.195845697329377,0.128,,,0.768545994065282,0.632,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000493864.jpg, person,0.252083333333333,0.13125,,,0.6625,0.878125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000393469.jpg, person,0.454166666666667,0.5796875,,,0.602083333333333,0.828125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000171382.jpg, person,0.165625,0.028169014084507,,,0.475,0.603286384976526,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000106912.jpg, person,0.382352941176471,0.375816993464052,,,0.464052287581699,0.648692810457516,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000239717.jpg, person,0,0.11875,,,1,0.9875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000401250.jpg, person,0.1734375,0.349397590361446,,,0.4375,0.882530120481928,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000094614.jpg, person,0.446875,0.163934426229508,,,0.690625,0.847775175644028,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000035682.jpg, person,0.2,0.003125,,,0.735416666666667,0.48125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000389197.jpg, person,0.2640625,0.485915492957747,,,0.5171875,0.786384976525822,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000018519.jpg, person,0.240776699029126,0.3515625,,,0.689320388349515,0.6234375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000253819.jpg, person,0.30625,0.011709601873536,,,0.7359375,0.749414519906323,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000389109.jpg, person,0.63231850117096,0.2625,,,0.981264637002342,0.5125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000161799.jpg, person,0.903125,0.496487119437939,,,0.9578125,0.676814988290398,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000108503.jpg, person,0.515625,0.763466042154567,,,0.55625,0.929742388758782,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000493864.jpg, person,0.875,0.1453125,,,0.910416666666667,0.215625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000553221.jpg, person,0.53125,0.241217798594848,,,0.7015625,0.501170960187354,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000187362.jpg, person,0.4015625,0.4,,,0.534375,0.915294117647059,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000162092.jpg, person,0.3921875,0.0640625,,,0.9625,0.9984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000523033.jpg, person,0.88125,0.444964871194379,,,0.91875,0.482435597189695,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000512985.jpg, person,0.6765625,0.258333333333333,,,0.778125,0.708333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000099810.jpg, person,0.148,0.009036144578313,,,0.744,0.984939759036145,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000451084.jpg, person,0.392018779342723,0.1890625,,,0.73943661971831,0.590625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343937.jpg, person,0.4296875,0.035046728971963,,,0.6390625,0.955607476635514,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000089078.jpg, person,0.304801670146138,0.021875,,,0.766179540709812,0.9171875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000561958.jpg, person,0.559375,0.464583333333333,,,0.7,0.88125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000072281.jpg, person,0.220140515222482,0.0234375,,,0.826697892271663,0.7828125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000327592.jpg, person,0.0015625,0.002770083102493,,,0.846875,0.980609418282548,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000417911.jpg, person,0.3140625,0.088578088578089,,,0.5578125,0.475524475524475,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000245320.jpg, person,0.424528301886793,0.14375,,,0.903301886792453,0.45625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000121673.jpg, person,0.304,0.221333333333333,,,0.666,0.645333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000445602.jpg, person,0.5609375,0.652083333333333,,,0.6796875,0.93125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000529939.jpg, person,0.70625,0.310416666666667,,,0.8375,0.820833333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000492968.jpg, person,0.159375,0.094117647058824,,,0.55,0.821176470588235,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000243148.jpg, person,0.2015625,0.2,,,0.75,0.986111111111111,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000523033.jpg, person,0.4484375,0.40983606557377,,,0.471875,0.433255269320843,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000573258.jpg, person,0.0609375,0.097916666666667,,,0.375,0.983333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000092939.jpg, person,0.047169811320755,0.1765625,,,0.662735849056604,0.88125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000561223.jpg, person,0.44375,0.405152224824356,,,0.6296875,0.772833723653396,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000529762.jpg, person,0.36875,0.120833333333333,,,0.9984375,0.9875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000188592.jpg, person,0.152083333333333,0.1984375,,,0.7125,0.9984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000464144.jpg, person,0.143192488262911,0.2875,,,0.73943661971831,0.896875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000350148.jpg, person,0.25625,0.0078125,,,0.852083333333333,0.5796875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000083540.jpg, person,0.521875,0.544018058690745,,,0.59375,0.939051918735892,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000224222.jpg, person,0.4046875,0.173708920187793,,,0.5109375,0.436619718309859,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000229553.jpg, person,0.090625,0.112704918032787,,,0.7875,0.788934426229508,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000190841.jpg, person,0.528125,0.114754098360656,,,0.71875,0.444964871194379,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000502737.jpg, person,0,0.459375,,,0.60625,0.9984375,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000422998.jpg, person,0.0015625,0,,,0.8078125,0.749414519906323,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000378873.jpg, person,0.79375,0,,,0.846875,0.21830985915493,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000313034.jpg, person,0.003125,0.227083333333333,,,0.50625,0.983333333333333,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000422886.jpg, person,0.0328125,0.04375,,,0.9984375,0.9875,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000026690.jpg, person,0.571428571428571,0.25625,,,0.894613583138173,0.490625,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000424521.jpg, person,0.143312101910828,0.278,,,0.56687898089172,0.6,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000260470.jpg, person,0.01875,0.133489461358314,,,0.278125,0.484777517564403,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000054592.jpg, person,0.453125,0.105263157894737,,,0.8328125,0.985645933014354,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000176799.jpg, person,0.603125,0.171361502347418,,,0.775,0.495305164319249,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000570471.jpg, person,0.128,0,,,0.997333333333333,0.988,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000314709.jpg, person,0.3484375,0.208920187793427,,,0.5265625,0.63849765258216,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000187055.jpg, person,0.414117647058824,0.1984375,,,0.849411764705882,0.7203125,,
TRAINING, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000553221.jpg, person,0.6296875,0.679156908665105,,,0.6359375,0.725995316159251,,
