sample,image,category,xmin,ymin,xmax,ymax
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0927.jpg,sus scrofa,0.2748,0.4575,0.5943,0.7538
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0291/0406.jpg,panthera pardus,0.4847,0.1753,0.9959,0.995
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0291/0407.jpg,panthera pardus,0.3761,0.2896,0.5465,0.7479
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0291/0408.jpg,panthera pardus,0.3183,0.3148,0.41695000000000004,0.5765
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0016.jpg,sus scrofa,0.1616,0.3231,0.5749,0.6920999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1957.jpg,sus scrofa,0.2484,0.3499,0.3976,0.8107
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1957.jpg,sus scrofa,0.3732,0.4419,0.44900999999999996,0.6841999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1012.jpg,sus scrofa,0.2059,0.4216,0.42279999999999995,0.6412
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1012.jpg,sus scrofa,0.712,0.5801,0.9999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1012.jpg,sus scrofa,0.03422,0.48070000000000007,0.26252,0.7779
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0286.jpg,sus scrofa,0.5437,0.6101,0.6735,0.7514
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0286.jpg,sus scrofa,0.7786,0.6366,0.8265699999999999,0.8015000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0286.jpg,sus scrofa,0.8523,0.6163,0.9984,0.7683
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1365.jpg,sus scrofa,0.2366,0.47540000000000004,0.42810000000000004,0.6821
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0730.jpg,sus scrofa,0.6388,0.5791,0.9995,0.9996999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0310/0131.jpg,panthera pardus,0.7757,0.7448,0.9983,0.9852000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0310/0130.jpg,panthera pardus,0.4725,0.7743,0.9963,0.9843
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0302/1039.jpg,panthera pardus,0.00055,0.4242,0.43555,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0894.jpg,panthera pardus,0.0,0.5102,0.9997,0.9843
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0892.jpg,panthera pardus,0.0,0.01836,0.9966000000000002,0.98726
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/0893.jpg,panthera pardus,0.0,0.246,0.9991999999999999,0.9852
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1292.jpg,sus scrofa,0.2916,0.4253,0.7516,0.8899
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1782.jpg,sus scrofa,0.0007401,0.251,0.6577401,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1566.jpg,sus scrofa,0.192,0.5533,0.34940000000000004,0.8110999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1565.jpg,sus scrofa,0.1439,0.5582,0.3629,0.8143
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/0596.jpg,sus scrofa,0.6849,0.5158,0.9999,0.9838
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1059.jpg,sus scrofa,0.3368,0.5093,0.6233,0.7811999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0330/0112.jpg,sus scrofa,0.2336,0.4929,0.5382,0.7984
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0055.jpg,sus scrofa,0.0,0.2979,0.275,0.8098000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0465/0117.jpg,sus scrofa,0.214,0.35180000000000006,0.5321,0.6343000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1609.jpg,sus scrofa,0.5598,0.6868,0.7455999999999999,0.9951
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1609.jpg,sus scrofa,0.001193,0.7941,0.388593,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1611.jpg,sus scrofa,0.002229,0.7173,0.272429,0.9949000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1611.jpg,sus scrofa,0.5631,0.6736,0.6443300000000001,0.74218
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1611.jpg,sus scrofa,0.3765,0.7043,0.5176000000000001,0.8261000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1611.jpg,sus scrofa,0.7366,0.5228,0.888,0.7418
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1611.jpg,sus scrofa,0.40540000000000004,0.6053,0.47926,0.70434
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1607.jpg,sus scrofa,0.6853,0.765,0.9773000000000001,0.995
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1607.jpg,sus scrofa,0.5875,0.6896,0.7016,0.8083
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1606.jpg,sus scrofa,0.8518,0.8093999999999999,0.9981,0.9985999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1606.jpg,sus scrofa,0.4559,0.7417,0.7332000000000001,0.9969
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1608.jpg,sus scrofa,0.5188,0.6988,0.6833,0.8479
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1608.jpg,sus scrofa,0.2595,0.7618,0.6241,0.9928
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1612.jpg,sus scrofa,0.40730000000000005,0.6971,0.5351,0.8247
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1612.jpg,sus scrofa,0.0009266,0.7138,0.3092266,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1612.jpg,sus scrofa,0.7666,0.5281,0.8418899999999999,0.7101
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1612.jpg,sus scrofa,0.40190000000000003,0.5887,0.50072,0.6915
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1605.jpg,sus scrofa,0.3678,0.7823,0.7712000000000001,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/0386.jpg,sus scrofa,0.0008864,0.001308,0.45028640000000003,0.998608
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/1325.jpg,sus scrofa,0.2004,0.4446,0.5836,0.7854
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0589.jpg,sus scrofa,0.8953,0.5168,0.9989,0.724
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0589.jpg,sus scrofa,0.3731,0.5513,0.5065999999999999,0.7147
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0589.jpg,sus scrofa,0.4459,0.5523,0.5565,0.7041
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0588.jpg,sus scrofa,0.127,0.5606,0.3173,0.7306
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0588.jpg,sus scrofa,0.2396,0.5394,0.6989,0.8317
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0391.jpg,sus scrofa,0.5299,0.5194,0.61578,0.6242
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0390.jpg,sus scrofa,0.3138,0.5524,0.49720000000000003,0.7227
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0392.jpg,sus scrofa,0.5312,0.4922,0.6094,0.58694
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1113.jpg,sus scrofa,0.1623,0.3292,0.9997,0.9987999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1114.jpg,sus scrofa,0.2968,0.3561,0.7003,0.8262
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0828.jpg,sus scrofa,0.4027,0.5193,0.5153,0.639
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0825.jpg,sus scrofa,0.5079,0.4974,0.58344,0.5796600000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0829.jpg,sus scrofa,0.413,0.5172,0.5203,0.6313
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0827.jpg,sus scrofa,0.4501,0.5252,0.5553,0.6478
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0826.jpg,sus scrofa,0.4758,0.5347,0.56093,0.6366999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0830.jpg,sus scrofa,0.4111,0.5127,0.5201,0.6292000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1043.jpg,sus scrofa,0.4375,0.465,0.5755,0.6211
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1043.jpg,sus scrofa,0.483,0.4278,0.54481,0.49897
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1019.jpg,sus scrofa,0.346,0.4112,0.4767,0.5736
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0303/0305.jpg,panthera pardus,0.022540000000000004,0.3637,0.70244,0.8229
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0276/0411.jpg,panthera pardus,0.001594,0.617,0.455894,0.8533999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0276/0412.jpg,panthera pardus,0.04694,0.5972,0.5665399999999999,0.8555999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0276/0413.jpg,panthera pardus,0.1805,0.5882,0.7291,0.8368
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1559.jpg,sus scrofa,0.3771,0.2805,0.8327,0.7163
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0259.jpg,sus scrofa,0.02777,0.3566,0.49066999999999994,0.8013999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0638.jpg,sus scrofa,0.7377,0.4643999999999999,0.9951000000000001,0.9022
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0638.jpg,sus scrofa,0.3392,0.4501,0.4945,0.6391
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0637.jpg,sus scrofa,0.3486,0.4464,0.6292,0.7441
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0169.jpg,sus scrofa,0.2322,0.5086,0.5525,0.7836000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0415/1224.jpg,panthera pardus,0.4085,0.4958,0.9999,0.9791000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0415/1223.jpg,panthera pardus,0.22889999999999996,0.4115,0.8299,0.9791
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0415/1225.jpg,panthera pardus,0.6987,0.6041,0.9999,0.9388
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0298/1120.jpg,panthera pardus,0.07445,0.7481,0.25225000000000003,0.8717
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0298/1120.jpg,panthera pardus,0.1662,0.8,0.3363,0.9152
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0298/1121.jpg,panthera pardus,0.06113999999999999,0.8185,0.24304,0.9518
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0298/1121.jpg,panthera pardus,0.01506,0.7523,0.21086,0.867
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1234.jpg,sus scrofa,0.12390000000000001,0.6614999999999999,0.3649,0.9485999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1235.jpg,sus scrofa,0.5602,0.6335,0.8437,0.8493999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/1235.jpg,sus scrofa,0.8233,0.6012,0.9371,0.8009
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/0932.jpg,sus scrofa,0.2935,0.4056,0.7178,0.7970000000000002
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1175.jpg,sus scrofa,0.04281,0.4646,0.48461000000000004,0.8775999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0303/0334.jpg,panthera pardus,0.2128,0.3637,0.9747,0.8736
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0201.jpg,sus scrofa,0.2783,0.49489999999999995,0.48719999999999997,0.6763999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0201.jpg,sus scrofa,0.07697,0.5147,0.18157,0.6323000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0201.jpg,sus scrofa,0.0,0.5109,0.02313,0.6223000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1526.jpg,sus scrofa,0.297,0.3505,0.8511,0.7975
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/0270.jpg,sus scrofa,0.0009585,0.5905,0.1019585,0.7963
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0477/0270.jpg,sus scrofa,0.5253,0.5865,0.7216,0.7712
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0476/1628.jpg,sus scrofa,0.2618,0.01308,0.9930999999999999,0.99868
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0410/1392.jpg,sus scrofa,0.0,0.4869,0.1797,0.6929
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0410/1394.jpg,sus scrofa,0.0,0.5519,0.08643,0.7562
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0410/1393.jpg,sus scrofa,0.0007716000000000001,0.5178,0.1446716,0.7067000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0468/1088.jpg,panthera pardus,0.1095,0.4933,0.7217,0.8634999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0501.jpg,sus scrofa,0.45,0.5209,0.7030000000000001,0.7729
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0503.jpg,sus scrofa,0.4935999999999999,0.4991999999999999,0.8338999999999999,0.8479
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0503.jpg,sus scrofa,0.09745,0.49950000000000006,0.23664999999999997,0.6508
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0502.jpg,sus scrofa,0.5989,0.5934,0.8559,0.8767
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0465.jpg,sus scrofa,0.104,0.3926,0.6548999999999999,0.9358
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0190.jpg,sus scrofa,0.4292,0.0,0.6676,0.8698
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0189.jpg,sus scrofa,0.3749,0.2069,0.7323,0.7309
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0462/1710.jpg,sus scrofa,0.1126,0.18610000000000002,0.5946,0.593
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0462/1713.jpg,sus scrofa,0.1376,0.2473,0.6638999999999999,0.52
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0462/1714.jpg,sus scrofa,0.588,0.389,0.7015,0.47835
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0416/1926.jpg,panthera pardus,0.0006591,0.49090000000000006,0.4690591,0.927
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0416/1927.jpg,panthera pardus,0.0,0.4803,0.3721,0.9327000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0646.jpg,sus scrofa,0.5547,0.5641,0.6390899999999999,0.6965
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0646.jpg,sus scrofa,0.5466,0.6921,0.6518999999999999,0.74834
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0646.jpg,sus scrofa,0.6311,0.5301,0.72254,0.65
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0646.jpg,sus scrofa,0.1236,0.5669,0.21166000000000001,0.6771
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0646.jpg,sus scrofa,0.3507,0.5441,0.40591,0.6435000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1818.jpg,sus scrofa,0.3858,0.46330000000000005,0.7375,0.7366
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1817.jpg,sus scrofa,0.3019,0.4674,0.704,0.7695
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1820.jpg,sus scrofa,0.6124,0.5809,0.7601,0.6930999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1820.jpg,sus scrofa,0.09042,0.47679999999999995,0.21442,0.5962999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1819.jpg,sus scrofa,0.4852,0.5815,0.6357,0.6935
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1819.jpg,sus scrofa,0.08987,0.4751,0.21567,0.5947
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1816.jpg,sus scrofa,0.2865,0.46370000000000006,0.608,0.7497
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1821.jpg,sus scrofa,0.7242000000000001,0.5686,0.8693000000000001,0.6955
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0400/1821.jpg,sus scrofa,0.09103,0.47580000000000006,0.21513,0.5947
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1164.jpg,sus scrofa,0.2901,0.4746000000000001,0.7350000000000001,0.8798000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/0258.jpg,sus scrofa,0.4556,0.5398,0.6562,0.6708999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0035/1694.jpg,sus scrofa,0.315,0.4654,0.5925,0.6522
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/0076.jpg,sus scrofa,0.2588,0.3196,0.5645,0.6207
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0409/0075.jpg,sus scrofa,0.2416,0.3154,0.5243,0.6191
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0433/0822.jpg,sus scrofa,0.5434,0.4994,0.6484,0.6008
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0506.jpg,sus scrofa,0.42880000000000007,0.5223,0.5654000000000001,0.7074
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0506.jpg,sus scrofa,0.1733,0.5287,0.3066,0.6624
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1197.jpg,sus scrofa,0.0,0.8611,0.4044,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1196.jpg,sus scrofa,0.36829999999999996,0.6028,0.5370999999999999,0.7835
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/1808.jpg,sus scrofa,0.4686,0.9224,0.5919,0.99995
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/1808.jpg,sus scrofa,0.6981,0.5618,0.8228000000000001,0.7189
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/1808.jpg,sus scrofa,0.5515,0.57,0.7002999999999999,0.6869
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0327/1808.jpg,sus scrofa,0.4091,0.4071000000000001,0.7198,0.7280000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/0196.jpg,sus scrofa,0.2508,0.47350000000000003,0.5082,0.6864
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1111.jpg,sus scrofa,0.3339,0.38269999999999993,0.6494,0.8348
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0627.jpg,panthera pardus,0.147,0.76,0.3285,0.9702
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0633.jpg,panthera pardus,0.2554,0.4603,0.28817000000000004,0.6646
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0631.jpg,panthera pardus,0.3023,0.5598,0.36013,0.8675999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0628.jpg,panthera pardus,0.1857,0.6558,0.3254,0.9702000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0634.jpg,panthera pardus,0.2572,0.4614,0.28518,0.6477999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0632.jpg,panthera pardus,0.2528,0.5167,0.29077000000000003,0.6896
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0344/0626.jpg,panthera pardus,0.142,0.8396,0.3032,0.97
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0595.jpg,sus scrofa,0.3829,0.5035,0.5375,0.6655
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0525/1314.jpg,sus scrofa,0.4235,0.4718,0.6988,0.6947
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/1058.jpg,panthera pardus,0.0,0.016,1.0,0.9808
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0193/1057.jpg,panthera pardus,0.21539999999999998,0.2431,0.9930999999999999,0.9834999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0854.jpg,sus scrofa,0.4004,0.3614,0.7278,0.6764
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0653.jpg,sus scrofa,0.4718,0.5714,0.6058,0.8157
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1398.jpg,sus scrofa,0.2951,0.3033,0.6871,0.6795
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0466/1420.jpg,panthera pardus,0.3553,0.8785000000000001,0.9999,0.9999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0466/1421.jpg,panthera pardus,0.0,0.08879,0.5334,0.99919
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0466/1422.jpg,panthera pardus,0.2688,0.8653999999999998,0.33033999999999997,0.9991999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0036/0632.jpg,sus scrofa,0.4392,0.4457,0.5871,0.6829
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0730.jpg,sus scrofa,0.1742,0.2026,0.7983,0.8056
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/0789.jpg,sus scrofa,0.2666,0.3449,0.5204,0.9965999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0329/1022.jpg,sus scrofa,0.08407,0.4439,0.23347,0.744
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/1704.jpg,sus scrofa,0.001124,0.4742,0.375524,0.8765000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0825.jpg,sus scrofa,0.0004881,0.3324,0.3800881,0.7018
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0364.jpg,sus scrofa,0.0,0.5136,0.2993,0.8731
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0462/1800.jpg,sus scrofa,0.2071,0.258,0.521,0.5355000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0328/0460.jpg,sus scrofa,0.1685,0.3806,0.5496,0.6874
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0953.jpg,sus scrofa,0.4383,0.3985,0.6485000000000001,0.6512
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0953.jpg,sus scrofa,0.2869,0.3857,0.4046,0.7083999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0325/0952.jpg,sus scrofa,0.3504,0.43939999999999996,0.6062000000000001,0.6524
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0326/1991.jpg,sus scrofa,0.3978,0.4111,0.6481,0.6728000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1603.jpg,sus scrofa,0.5603,0.5126,0.6913,0.831
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1603.jpg,sus scrofa,0.6844,0.5358,0.7708,0.7282000000000001
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1605.jpg,sus scrofa,0.002465,0.6647,0.252365,0.9969999999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1604.jpg,sus scrofa,0.1445,0.5414,0.39869999999999994,0.7669
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1604.jpg,sus scrofa,0.09817000000000001,0.5871,0.19997,0.6751199999999999
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1604.jpg,sus scrofa,0.04674,0.7094,0.19844,0.9363
TRAINING,https://lilablobssc.blob.core.windows.net/wcs-unzipped/animals/0407/1604.jpg,sus scrofa,0.001337,0.7115,0.061696999999999995,0.863
